职位名称,工作地点,工资,工作经验,学历要求,公司名称,公司类型,公司规模,技术需求,标签
.NET中级工程师,厦门,7-13k,1-3年,本科,医数通医疗科技,医疗设备/器械未融资,20-99人,C# SQL ASP.NET MVC开发 Oracle MySQL,后端开发_.NET
初级.NET开发工程师,厦门·湖里区·东渡,7-10k,1-3年,本科,乐域,互联网未融资,20-99人,计算机软件 软件开发,后端开发_.NET
.NET/C#软件开发--天之旭科技,厦门·思明区·莲花,5-8K,1-3年,大专,放牛斑,餐饮已上市,100-499人,C# HTML 网络协议,后端开发_.NET
.NET中级开发工程师,厦门·同安区·洪塘,10-15K,1-3年,本科,厦门方特软件公司,移动互联网未融资,10000人以上,后端开发 C# .NET,后端开发_.NET
.NET中级后台开发工程师,厦门·同安区·洪塘,10-16k,1-3年,本科,华强方特,互联网未融资,10000人以上,后端开发 C# .NET,后端开发_.NET
.Net开发工程师,厦门·集美区·灌口,8-12K,经验不限,本科,云之巅,计算机软件未融资,20-99人,C# .NET,后端开发_.NET
.net工程师,厦门·集美区·杏林,7-13k,3-5年,学历不限,凌创科技,计算机软件未融资,20-99人,.NET Web前端 后端开发,后端开发_.NET
.net开发工程师,厦门·思明区·软件园,7-10k,1-3年,本科,壹亿互动,互联网天使轮,20-99人,C# SQL ASP.NET 网络协议 分布式技术,后端开发_.NET
C#/ASP.NET研发工程师,厦门·思明区,4-8K,1-3年,学历不限,小泥鳅网络,计算机软件不需要融资,0-20人,.NET C# Javascript,后端开发_.NET
.net开发工程师（应届生）,厦门·思明区·软件园,3-5k,经验不限,大专,服信通软件,计算机软件未融资,0-20人,C# SQL HTML Winform ERP CSS,后端开发_.NET
.NET开发,厦门·思明区·软件园,10-15K,3-5年,本科,南讯股份,移动互联网A轮,100-499人,HTML ASP.NET 网络协议 计算机软件 SQL,后端开发_.NET
MES工程师（.NET开发）,厦门,6-11k,经验不限,本科,三安光电股份有限公司,电子/半导体/集成电路,1000-9999人,C# SQL,后端开发_.NET
.net开发工程师,厦门,9-12K,3-5年,本科,木搜科技,计算机软件未融资,0-20人,.NET C# MVC开发 Web端 GIT SQLServer,后端开发_.NET
ASP.Net Core中级工程师,厦门·思明区·曾厝垵,17-21k,3-5年,本科,行圆信息,互联网未融资,0-20人,C# SQL Redis ASP.NET .NET Core,后端开发_.NET
C#/.NET 初级工程师,厦门·思明区·软件园,4-8K,经验不限,大专,拜特信息,计算机软件,20-99人,.NET 后端开发 C# SQL MVC开发,后端开发_.NET
.Net程序员,厦门,6-10K,1-3年,学历不限,厦门翼百信,互联网未融资,20-99人,C# ASP.NET Java,后端开发_.NET
系统开发主管,厦门,15-25k,3-5年,本科,斯巴特,贸易/进出口未融资,1000-9999人,C# ASP.NET,后端开发_.NET
中级.net工程师,厦门·思明区·观音山,7-12K,3-5年,本科,厦门大谷,计算机服务未融资,100-499人,C# SQL 微服务架构,后端开发_.NET
软件开发工程师（厦门入职）,厦门·思明区·软件园,9-14k,1-3年,本科,万数解码,计算机软件未融资,20-99人,分布式技术 Java C++ .net,后端开发_.NET
.net工程师,厦门·思明区·软件园,12-15K,1-3年,本科,云企动力,计算机软件天使轮,0-20人,C# SQL MySQL MVC开发 SQL Server,后端开发_.NET
.Net(C#)高级开发工程师(开发主管),厦门·思明区·软件园,16-23k,5-10年,大专,彩虹梦投资,企业服务A轮,100-499人,多线程 分布式技术 消息队列 负载均衡技术,后端开发_.NET
售后技术支持工程师（福建）,厦门·湖里区·禾山,5-10K,经验不限,大专,今天国际,物流/仓储已上市,500-999人,C# Oracle,后端开发_.NET
系统开发工程师,厦门,11-17k,3-5年,本科,中乔体育股份有限公司,批发/零售,1000-9999人,C# NoSQL,后端开发_.NET
ChromiumFX 软件开发工程师,厦门,8-13K,1-3年,大专,领物-云上印花,企业服务不需要融资,20-99人,C# HTML Winform 网络协议,后端开发_.NET
.NET,厦门·思明区·观音山,9-14K,3-5年,大专,车掌柜,移动互联网天使轮,0-20人,.NET ASP C#,后端开发_.NET
.NET工程师,厦门·湖里区·江头,10-15K,3-5年,学历不限,精敏惠,计算机软件,0-20人,C# ASP.NET Winform SQL Server 软件工程师,后端开发_.NET
.net技术主管,厦门·翔安区·新店,8-11K,1-3年,大专,招商宝,电子商务未融资,20-99人,.NET,后端开发_.NET
.Net开发工程师,厦门,10-16k,1-3年,大专,力控科技(广州),计算机软件未融资,100-499人,C# ASP.NET 微服务架构 容器技术 NoSQL,后端开发_.NET
.NET开发工程师,厦门·思明区·梧村,10-15K,1-3年,大专,益客联,互联网不需要融资,20-99人,ERP 后端开发 C#,后端开发_.NET
后端开发工程师（.net）,厦门·湖里区·翔鹭,10-15K,经验不限,大专,英联金融,数据服务天使轮,20-99人,.NET 后端开发,后端开发_.NET
高级软件开发工程师（.NET）,厦门·湖里区·五缘湾,10-20K,3-5年,大专,厦门畅博思,计算机软件未融资,20-99人,.NET HTML/CSS Javascript,后端开发_.NET
.NET软件开发（21级应届）,厦门,5-10K,经验不限,本科,盈趣科技,智能硬件已上市,1000-9999人,软件开发,后端开发_.NET
MES管理软件的C#，.NET CORE软件开发工程师,厦门·湖里区·五缘湾,13-25K,5-10年,本科,西皇科技,互联网,0-20人,SQL .NET 多线程 分布式技术 微服务架构,后端开发_.NET
C#/.Net软件开发工程师,厦门·思明区·软件园,7-12K,1-3年,大专,易维信息,计算机软件未融资,100-499人,.NET C# 数据库,后端开发_.NET
.NET工程师,厦门·思明区·会展中心,10-15K,1-3年,学历不限,准动网络科技,互联网B轮,500-999人,.NET C#,后端开发_.NET
C#，.NET CORE的技术架构师，技术经理,厦门·湖里区·五缘湾,13-19k,经验不限,本科,厦门西皇科技,互联网未融资,0-20人,架构师 SaaS,后端开发_.NET
.NET高级工程师,厦门·思明区·软件园,8-11K,经验不限,学历不限,微梦新创,计算机软件未融资,0-20人,SQL JavaScript HTML CSS .NET MVC开发,后端开发_.NET
.net/C#高级工程师,厦门·思明区·软件园,10-20K,3-5年,本科,天翔网络,游戏,20-99人,Javascript .NET C#,后端开发_.NET
高级.net架构师,厦门·思明区·观音山,17-23k,3-5年,大专,职行力,互联网B轮,100-499人,C# SQL MySQL 架构师 .NET,后端开发_.NET
.NET,厦门·同安区·洪塘,9-15k,经验不限,本科,厦门海辰新能源科技,原材料及加工/模具A轮,1000-9999人,SQL C# ASP.NET ADO.NET .NET MVC,后端开发_.NET
软件开发工程师,厦门,10-16k,5-10年,本科,冠捷科技,仪器仪表/工业自动化不需要融资,1000-9999人,C# SQL 办公协同,后端开发_.NET
.Net研发工程师,厦门·思明区·软件园,8-11K,经验不限,本科,正航软件,计算机软件未融资,100-499人,IT服务,后端开发_.NET
.net开发工程师,厦门,10-16k,3-5年,大专,奥普拓,互联网A轮,20-99人,HTML 消息队列 SQL Server Redis NoSQL,后端开发_.NET
.NET开发中级工程师,厦门·思明区·软件园,7-8K,1-3年,本科,壹亿互动,互联网天使轮,20-99人,.NET Node.js C# SQL JavaScript CSS,后端开发_.NET
软件工程师（.NET/ C#）,厦门·思明区·软件园,6-11k,经验不限,大专,服信通软件,计算机软件未融资,0-20人,C# SQL HTML Winform ERP SaaS css,后端开发_.NET
.net 高级软件工程师,厦门·集美区·灌口,12-18K,5-10年,本科,德捷,计算机软件不需要融资,20-99人,ASP .NET C#,后端开发_.NET
高级开发工程师,厦门·思明区·七星西路,9-10K,5-10年,本科,广东美云智数,互联网不需要融资,1000-9999人,.NET,后端开发_.NET
NET软件工程师,厦门·思明区·江头,7-11K,3-5年,大专,企盟科技,移动互联网不需要融资,100-499人,C# HTML5 HTML/CSS,后端开发_.NET
.Net(C#)高级开发工程师,厦门,10-15K,1-3年,大专,彩虹梦投资,企业服务A轮,100-499人,HTML EF MVC开发 多线程 微服务架构,后端开发_.NET
ASP.NET 高级工程师,厦门·海沧区·东孚,10-16k,5-10年,本科,盈趣科技,智能硬件已上市,1000-9999人,.NET ASP,后端开发_.NET
中级.net工程师,厦门,7-12K,1-3年,大专,厦门大谷,计算机服务未融资,100-499人,SQL C#,后端开发_.NET
高级.NET工程师（pc端）,厦门·思明区·会展中心,13-20K,3-5年,本科,准动网络科技,互联网B轮,500-999人,C# Winform WPF Socket技术 SQLite,后端开发_.NET
软件工程师,厦门,15-30K,经验不限,本科,amoytop,医疗健康已上市,1000-9999人,ASP.NET 架构师 ERP LIMS WMS,后端开发_.NET
.Net系统架构师,厦门·思明区·软件园,10-15K,1-3年,本科,正航软件,计算机软件未融资,100-499人,.NET 后端开发 架构师,后端开发_.NET
初级软件开发工程师,厦门·集美区·大学康城,5-10K,1-3年,大专,hyrus,计算机软件不需要融资,100-499人,JAVA C# .net,后端开发_.NET
.net 开发工程师,厦门·思明区·软件园,6-11K,1-3年,大专,壹亿互动,互联网天使轮,20-99人,后端开发 .NET,后端开发_.NET
.net中高级实施开发,厦门·集美区·后溪,13-20k,3-5年,本科,德捷,计算机软件不需要融资,20-99人,C# TypeScript .NET,后端开发_.NET
.NET,厦门·思明区·观音山,10-11K,1-3年,本科,职行力,互联网B轮,100-499人,.NET,后端开发_.NET
.NET开发工程师,厦门·海沧区·东孚,7-13k,1-3年,本科,盈趣科技,智能硬件已上市,1000-9999人,.NET C# SQL Server Mysql JavaScript,后端开发_.NET
初级.net工程师,厦门,4-8K,1-3年,大专,厦门大谷,计算机服务未融资,100-499人,计算机软件,后端开发_.NET
.net研发实习生,厦门,3-5K,经验不限,本科,正航软件,计算机软件未融资,100-499人,ASP.NET SQL,后端开发_.NET
net/ MES开发工程师,厦门·同安区·洪塘,10-15K,1-3年,本科,厦门海辰新能源科技,原材料及加工/模具A轮,1000-9999人,SQL C# Java .NET MVC SQL Server Oracle,后端开发_.NET
.NET架构师,厦门·思明区·观音山,15-25K,经验不限,大专,职行力,互联网B轮,100-499人,分布式技术 MVC开发 C# ASP.NET MVC,后端开发_.NET
.NET研发工程师,厦门·思明区·软件园,6-11K,1-3年,本科,正航软件,计算机软件未融资,100-499人,C# SQL Oracle ASP.NET,后端开发_.NET
IT系统开发工程师,厦门·同安区·洪塘,9-15k,1-3年,本科,厦门海辰新能源科技,原材料及加工/模具A轮,1000-9999人,C# HTML ASP.NET .NET Core .NET MVC,后端开发_.NET
mes开发工程师（c#）,厦门·海沧区·东孚,9-15k,经验不限,大专,盈趣科技,智能硬件已上市,1000-9999人,软件工程师 MVC开发 SSM ASP SSH .NET,后端开发_.NET
安卓Android逆向工程师,厦门·湖里区·万达广场,15-30k,3-5年,学历不限,天下顺,电子商务,20-99人,android 逆向 xposed androidkiller,移动开发_Android
android开发工程师,厦门·湖里区·禾山,16-32k,5-10年,本科,立达信,电子/半导体/集成电路不需要融资,10000人以上,android APP,移动开发_Android
Android软件开发工程师,厦门,12-22K,3-5年,本科,冠捷,电子/半导体/集成电路未融资,10000人以上,C++ Framework android 软件开发 Android软件开,移动开发_Android
Android,厦门·思明区·软件园,6-10K,1-3年,学历不限,青柠檬科技,移动互联网不需要融资,0-20人,Android 移动端 安卓 移动应用 移动开发,移动开发_Android
安卓开发工程师,厦门,9-14K,3-5年,本科,松霖科技,智能硬件已上市,1000-9999人,android 安卓 智能家居,移动开发_Android
高级Android工程师(安卓开发工程师),厦门·思明区·观音山,18-35K,3-5年,大专,远想云,信息安全,100-499人,SDK,移动开发_Android
安卓Android开发工程师,厦门·湖里区·高崎,8-13K,3-5年,本科,千歌万曲,音乐/视频/阅读未融资,0-20人,Framework SDK Java 音视频编解码 Hybrid开发,移动开发_Android
Android安卓开发工程师,厦门,10-16k,1-3年,大专,海峡智汇,计算机软件未融资,20-99人,SDK,移动开发_Android
Android（安卓）开发工程师,厦门·湖里区·禾山,10-15k,3-5年,本科,厦门美勒科技有限公司,电子/半导体/集成电路未融资,100-499人,GIT SVN,移动开发_Android
安卓Android APP开发工程师,厦门·湖里区·禾山,9-14K,3-5年,大专,万帮修,生活服务未融资,0-20人,Kotlin,移动开发_Android
Android BSP 高级研发工程师,厦门·思明区·软件园,16-27k,5-10年,本科,厦门雅迅网络,通信/网络设备不需要融资,500-999人,Java C++ 计算机软件 BSP Linux Kernel,移动开发_Android
Android开发（安卓开发）双休、五险一金,厦门·集美区·杏林,5-9K,经验不限,大专,上海再格,计算机软件天使轮,0-20人,Java SDK Flutter,移动开发_Android
android开发工程师,厦门·思明区·软件园,5-10K,1-3年,本科,前哨科技,智能硬件,0-20人,android,移动开发_Android
Android工程师,厦门,18-37k,3-5年,本科,美图公司,互联网已上市,1000-9999人,Android 移动端 架构师 Java Kotlin,移动开发_Android
Android工程师,厦门,20-33k,3-5年,本科,yealink,通信/网络设备已上市,1000-9999人,Framework AndroidStudio SDK Flutter MVVM,移动开发_Android
高级Android工程师,厦门,21-35k,1-3年,本科,MetaApp,互联网C轮,500-999人,SDK 游戏平台开发 开源框架 算法结构,移动开发_Android
Android开发工程师,厦门·思明区·观音山,17-35k,3-5年,本科,厦门铃盛软件有限公司,计算机软件已上市,1000-9999人,Android Java Kotlin Framework GIT IDEA,移动开发_Android
Android软件工程师,厦门,13-21K,3-5年,大专,盈趣科技,智能硬件已上市,1000-9999人,网络协议 嵌入式技术 SQLite,移动开发_Android
Android工程师/专家,厦门·集美区·杏林,25-50k,5-10年,学历不限,好慷在家,O2OD轮及以上,10000人以上,Flutter ReactNative Kotlin MVVM MVP SDK,移动开发_Android
Android开发工程师,厦门·集美区·杏林,16-27k,3-5年,本科,他趣,移动互联网已上市,500-999人,Android 移动端,移动开发_Android
Android高级开发工程师,厦门,19-27k,5-10年,本科,4399游戏,游戏不需要融资,1000-9999人,Java Kotlin NDK C++,移动开发_Android
Android 研发工程师,厦门·思明区·软件园,10-15K,1-3年,本科,美亚柏科,信息安全已上市,1000-9999人,Android SDK Android NDK,移动开发_Android
Android开发,厦门·集美区·杏林,11-21k,3-5年,本科,厦门四信,通信/网络设备不需要融资,500-999人,Java,移动开发_Android
智能研发-Android工程师,厦门·湖里区·禾山,12-17K,3-5年,本科,狄耐克,互联网已上市,1000-9999人,Android 移动端 JavaScript Java 物联网,移动开发_Android
Android开发工程师,厦门·思明区·会展中心,14-23k,1-3年,本科,优倍快UBNT,通信/网络设备已上市,1000-9999人,Android 移动端 音视频编解码 流媒体技术,移动开发_Android
Android系统研发工程师,厦门·思明区·软件园,12-18K,3-5年,本科,华云数据,数据服务D轮及以上,500-999人,Framework HAL C++ 音视频编解码 虚拟机技术,移动开发_Android
Android开发工程师,厦门,14-23k,3-5年,本科,美柚,移动互联网D轮及以上,500-999人,Okhttp,移动开发_Android
高级Android开发工程师,厦门·思明区·软件园,16-21k,3-5年,本科,神州鹰,移动互联网D轮及以上,500-999人,Java,移动开发_Android
Android应用开发工程师,厦门,13-18k,5-10年,本科,冠捷科技,仪器仪表/工业自动化不需要融资,1000-9999人,SDK 安卓应用,移动开发_Android
安卓逆向（优秀应届生亦可）,厦门·集美区·集美新城,4-8k,经验不限,大专,厦门巴掌互动,游戏不需要融资,100-499人,java android C/C++,移动开发_Android
Android开发工程师,厦门,10-16k,3-5年,本科,立林科技,智能硬件不需要融资,1000-9999人,Android,移动开发_Android
Android高级开发工程师,厦门·湖里区·禾山,10-15K,3-5年,本科,朗新科技,计算机软件已上市,1000-9999人,Android SDK hybird java,移动开发_Android
APP高级工程师（Android）,厦门,10-15K,5-10年,本科,厦门阳光恩耐照明...,电子/半导体/集成电路已上市,1000-9999人,蓝牙 wifi ZigBee,移动开发_Android
Android Framework工程师,厦门·思明区·软件园,16-27k,1-3年,本科,芜湖盟博,计算机软件不需要融资,100-499人,Framework,移动开发_Android
Android系统开发工程师（厦门）,厦门·思明区·软件园,11-17k,3-5年,本科,联迪商用,智能硬件不需要融资,1000-9999人,Framework,移动开发_Android
Android安卓开发工程师,厦门,8-13K,1-3年,本科,客点科技,互联网金融,20-99人,安卓,移动开发_Android
Android framework 工程师,厦门·思明区·软件园,17-23k,3-5年,本科,汇思博,计算机软件不需要融资,100-499人,Android C++ NDK 计算机软件 支付,移动开发_Android
